Dimensions.Height,Dimensions.Length,Dimensions.Width,Engine Information.Driveline,Engine Information.Engine Type,Engine Information.Hybrid,Engine Information.Number of Forward Gears,Engine Information.Transmission,Fuel Information.City mpg,Fuel Information.Fuel Type,Fuel Information.Highway mpg,Identification.Classification,Identification.ID,Identification.Make,Identification.Model Year,Identification.Year,Engine Information.Engine Statistics.Horsepower,Engine Information.Engine Statistics.Torque,ID,Volume
127,144,148,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Manual,27,Gasoline,35,Manual transmission,2011 MINI Cooper S Hardtop,MINI,2011 MINI Cooper Hardtop,2011,181,177,2782,2706624
127,144,148,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,26,Gasoline,34,Automatic transmission,2011 MINI Cooper S Hardtop AT,MINI,2011 MINI Cooper Hardtop,2011,181,177,2783,2706624
127,144,148,Front-wheel drive,MINI 1.6L 4 Cylinder 208 hp 192 ft-lbs Turbo,TRUE,6,6 Speed Manual,25,Gasoline,33,Manual transmission,2011 MINI John Cooper Works Hardtop,MINI,2011 MINI Cooper Hardtop,2011,208,192,2784,2706624
127,114,148,Front-wheel drive,MINI 1.6L 4 Cylinder 118 hp 114 ft-lbs,TRUE,6,6 Speed Manual,28,Gasoline,37,Manual transmission,2010 MINI Cooper Hardtop,MINI,2010 MINI Cooper Hardtop,2010,118,114,2785,2142744
127,114,148,Front-wheel drive,MINI 1.6L 4 Cylinder 118 hp 114 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,25,Gasoline,33,Automatic transmission,2010 MINI Cooper Hardtop AT,MINI,2010 MINI Cooper Hardtop,2010,118,114,2786,2142744
127,129,148,Front-wheel drive,MINI 1.6L 4 Cylinder 172 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Manual,26,Gasoline,34,Manual transmission,2010 MINI Cooper S Hardtop,MINI,2010 MINI Cooper Hardtop,2010,172,177,2787,2424684
127,129,148,Front-wheel drive,MINI 1.6L 4 Cylinder 172 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,24,Gasoline,32,Automatic transmission,2010 MINI Cooper S Hardtop AT,MINI,2010 MINI Cooper Hardtop,2010,172,177,2788,2424684
127,129,148,Front-wheel drive,MINI 1.6L 4 Cylinder 208 hp 192 ft-lbs Turbo,TRUE,6,6 Speed Manual,25,Gasoline,33,Manual transmission,2010 MINI John Cooper Works Hardtop,MINI,2010 MINI Cooper Hardtop,2010,208,192,2789,2424684
134,139,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Manual,27,Gasoline,35,Manual transmission,2012 MINI Cooper Convertible,MINI,2012 MINI Cooper Convertible,2012,121,114,2790,2756648
134,139,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,27,Gasoline,35,Automatic transmission,2012 MINI Cooper Convertible AT,MINI,2012 MINI Cooper Convertible,2012,121,114,2791,2756648
134,144,148,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Manual,27,Gasoline,35,Manual transmission,2012 MINI Cooper S Convertible,MINI,2012 MINI Cooper Convertible,2012,181,177,2792,2855808
134,144,148,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,26,Gasoline,34,Automatic transmission,2012 MINI Cooper S Convertible AT,MINI,2012 MINI Cooper Convertible,2012,181,177,2793,2855808
134,144,148,Front-wheel drive,MINI 1.6L 4 Cylinder 208 hp 192 ft-lbs Turbo,TRUE,6,6 Speed Manual,25,Gasoline,33,Manual transmission,2012 MINI John Cooper Works Convertible,MINI,2012 MINI Cooper Convertible,2012,208,192,2794,2855808
134,139,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Manual,28,Gasoline,35,Manual transmission,2011 MINI Cooper Convertible,MINI,2011 MINI Cooper Convertible,2011,121,114,2795,2756648
134,139,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,27,Gasoline,36,Automatic transmission,2011 MINI Cooper Convertible AT,MINI,2011 MINI Cooper Convertible,2011,121,114,2796,2756648
134,144,148,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Manual,27,Gasoline,35,Manual transmission,2011 MINI Cooper S Convertible,MINI,2011 MINI Cooper Convertible,2011,181,177,2797,2855808
134,144,148,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,26,Gasoline,34,Automatic transmission,2011 MINI Cooper S Convertible AT,MINI,2011 MINI Cooper Convertible,2011,181,177,2798,2855808
134,144,148,Front-wheel drive,MINI 1.6L 4 Cylinder 208 hp 192 ft-lbs Turbo,TRUE,6,6 Speed Manual,25,Gasoline,33,Manual transmission,2011 MINI John Cooper Works Convertible,MINI,2011 MINI Cooper Convertible,2011,208,192,2799,2855808
127,114,148,Front-wheel drive,MINI 1.6L 4 Cylinder 118 hp 114 ft-lbs,TRUE,6,6 Speed Manual,28,Gasoline,36,Manual transmission,2010 MINI Cooper Convertible,MINI,2010 MINI Cooper Convertible,2010,118,114,2800,2142744
127,114,148,Front-wheel drive,MINI 1.6L 4 Cylinder 118 hp 114 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,25,Gasoline,33,Automatic transmission,2010 MINI Cooper Convertible AT,MINI,2010 MINI Cooper Convertible,2010,118,114,2801,2142744
127,129,148,Front-wheel drive,MINI 1.6L 4 Cylinder 172 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Manual,26,Gasoline,34,Manual transmission,2010 MINI Cooper S Convertible,MINI,2010 MINI Cooper Convertible,2010,172,177,2802,2424684
127,129,148,Front-wheel drive,MINI 1.6L 4 Cylinder 172 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,24,Gasoline,32,Automatic transmission,2010 MINI Cooper S Convertible AT,MINI,2010 MINI Cooper Convertible,2010,172,177,2803,2424684
127,129,148,Front-wheel drive,MINI 1.6L 4 Cylinder 208 hp 192 ft-lbs Turbo,TRUE,6,6 Speed Manual,25,Gasoline,33,Manual transmission,2010 MINI John Cooper Works Convertible,MINI,2010 MINI Cooper Convertible,2010,208,192,2804,2424684
167,3,102,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 385 hp 380 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2011 Jaguar XJ,Jaguar,2011 Jaguar XJ,2011,385,380,2805,51102
167,127,102,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 385 hp 380 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,22,Automatic transmission,2011 Jaguar XJL,Jaguar,2011 Jaguar XJ,2011,385,380,2806,2163318
167,3,102,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 470 hp 424 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2011 Jaguar XJ Supercharged,Jaguar,2011 Jaguar XJ,2011,470,424,2807,51102
167,127,102,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 470 hp 424 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2011 Jaguar XJL Supercharged,Jaguar,2011 Jaguar XJ,2011,470,424,2808,2163318
167,3,102,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 510 hp 461 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2011 Jaguar XJ Supersport,Jaguar,2011 Jaguar XJ,2011,510,461,2809,51102
167,127,102,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 510 hp 461 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2011 Jaguar XJL Supersport,Jaguar,2011 Jaguar XJ,2011,510,461,2810,2163318
170,7,249,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 169 hp 160 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,33,Automatic transmission,2012 Chevrolet Malibu 1LS,Chevrolet,2012 Chevrolet Malibu,2012,169,160,2811,296310
170,7,249,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 169 hp 160 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,33,Automatic transmission,2012 Chevrolet Malibu 1LT,Chevrolet,2012 Chevrolet Malibu,2012,169,160,2812,296310
170,7,249,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 169 hp 160 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,33,Automatic transmission,2012 Chevrolet Malibu 2LT,Chevrolet,2012 Chevrolet Malibu,2012,169,160,2813,296310
170,7,249,Front-wheel drive,Chevrolet 3.6L 6 Cylinder 252 hp 251 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,26,Automatic transmission,2012 Chevrolet Malibu 3LT,Chevrolet,2012 Chevrolet Malibu,2012,252,251,2814,296310
170,7,249,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 169 hp 160 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,33,Automatic transmission,2012 Chevrolet Malibu 1LZ,Chevrolet,2012 Chevrolet Malibu,2012,169,160,2815,296310
170,7,249,Front-wheel drive,Chevrolet 3.6L 6 Cylinder 252 hp 251 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,26,Automatic transmission,2012 Chevrolet Malibu 2LZ,Chevrolet,2012 Chevrolet Malibu,2012,252,251,2816,296310
218,233,16,Front-wheel drive,Chrysler 3.5L 6 cylinder 235 hp 232 ft-lbs,TRUE,6,6 Speed Automatic,16,Gasoline,27,Automatic transmission,2010 Chrysler Sebring Limited Sedan 3.5L,Chrysler,2010 Chrysler Sebring Sedan,2010,235,232,2817,812704
144,119,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Manual,27,Gasoline,35,Manual transmission,2012 MINI Cooper Clubman,MINI,2012 MINI Clubman,2012,121,114,2818,2536128
144,119,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,27,Gasoline,35,Automatic transmission,2012 MINI Cooper Clubman AT,MINI,2012 MINI Clubman,2012,121,114,2819,2536128
152,119,148,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Manual,27,Gasoline,35,Manual transmission,2012 MINI Cooper S Clubman,MINI,2012 MINI Clubman,2012,181,177,2820,2677024
152,119,148,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,26,Gasoline,34,Automatic transmission,2012 MINI Cooper S Clubman AT,MINI,2012 MINI Clubman,2012,181,177,2821,2677024
152,119,148,Front-wheel drive,MINI 1.6L 4 Cylinder 208 hp 192 ft-lbs Turbo,TRUE,6,6 Speed Manual,25,Gasoline,33,Manual transmission,2012 MINI John Cooper Works Clubman,MINI,2012 MINI Clubman,2012,208,192,2822,2677024
9,112,113,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 510 hp 420 ft-lbs,TRUE,6,6 Speed Manual,11,Gasoline,17,Manual transmission,2011 Aston Martin DBS Volante,Aston Martin,2011 Aston Martin DBS Volante,2011,510,420,2823,113904
9,112,113,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 510 hp 420 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,12,Gasoline,18,Automatic transmission,2011 Aston Martin DBS Volante AT,Aston Martin,2011 Aston Martin DBS Volante,2011,510,420,2824,113904
144,119,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Manual,28,Gasoline,35,Manual transmission,2011 MINI Cooper Clubman,MINI,2011 MINI Clubman,2011,121,114,2825,2536128
144,119,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,27,Gasoline,36,Automatic transmission,2011 MINI Cooper Clubman AT,MINI,2011 MINI Clubman,2011,121,114,2826,2536128
152,119,148,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Manual,27,Gasoline,35,Manual transmission,2011 MINI Cooper S Clubman,MINI,2011 MINI Clubman,2011,181,177,2827,2677024
152,119,148,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,26,Gasoline,34,Automatic transmission,2011 MINI Cooper S Clubman AT,MINI,2011 MINI Clubman,2011,181,177,2828,2677024
152,119,148,Front-wheel drive,MINI 1.6L 4 Cylinder 208 hp 192 ft-lbs Turbo,TRUE,6,6 Speed Manual,25,Gasoline,33,Manual transmission,2011 MINI John Cooper Works Clubman,MINI,2011 MINI Clubman,2011,208,192,2829,2677024
147,99,148,Front-wheel drive,MINI 1.6L 4 Cylinder 118 hp 114 ft-lbs,TRUE,6,6 Speed Manual,28,Gasoline,36,Manual transmission,2010 MINI Cooper Clubman,MINI,2010 MINI Clubman,2010,118,114,2830,2153844
147,99,148,Front-wheel drive,MINI 1.6L 4 Cylinder 118 hp 114 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,25,Gasoline,33,Automatic transmission,2010 MINI Cooper Clubman AT,MINI,2010 MINI Clubman,2010,118,114,2831,2153844
152,117,148,Front-wheel drive,MINI 1.6L 4 Cylinder 172 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Manual,26,Gasoline,34,Manual transmission,2010 MINI Cooper S Clubman,MINI,2010 MINI Clubman,2010,172,177,2832,2632032
152,117,148,Front-wheel drive,MINI 1.6L 4 Cylinder 172 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,24,Gasoline,32,Automatic transmission,2010 MINI Cooper S Clubman AT,MINI,2010 MINI Clubman,2010,172,177,2833,2632032
152,117,148,Front-wheel drive,MINI 1.6L 4 Cylinder 208 hp 192 ft-lbs Turbo,TRUE,6,6 Speed Manual,25,Gasoline,33,Manual transmission,2010 MINI John Cooper Works Clubman,MINI,2010 MINI Clubman,2010,208,192,2834,2632032
80,155,137,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 470 hp 443 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,19,Automatic transmission,2011 Aston Martin Rapide,Aston Martin,2011 Aston Martin Rapide,2011,470,443,2835,1698800
80,155,137,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 470 hp 443 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,19,Automatic transmission,2011 Aston Martin Rapide Luxe,Aston Martin,2011 Aston Martin Rapide,2011,470,443,2836,1698800
203,5,49,Front-wheel drive,Chrysler 2.4L 4 cylinder 173 hp 166 ft-lbs,TRUE,4,4 Speed Automatic,21,Gasoline,30,Automatic transmission,2011 Chrysler 200 LX Sedan,Chrysler,2011 Chrysler 200 Sedan,2011,173,166,2837,49735
203,5,49,Front-wheel drive,Chrysler 2.4L 4 cylinder 173 hp 166 ft-lbs,TRUE,6,6 Speed Automatic,20,Gasoline,31,Automatic transmission,2011 Chrysler 200 Touring Sedan,Chrysler,2011 Chrysler 200 Sedan,2011,173,166,2838,49735
203,5,49,Front-wheel drive,Chrysler 2.4L 4 cylinder 173 hp 166 ft-lbs,TRUE,6,6 Speed Automatic,20,Gasoline,31,Automatic transmission,2011 Chrysler 200 Limited Sedan,Chrysler,2011 Chrysler 200 Sedan,2011,173,166,2839,49735
203,5,49,Front-wheel drive,Chrysler 3.6L 6 cylinder 283 hp 260 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,E85,21,Automatic transmission,2011 Chrysler 200 S Sedan,Chrysler,2011 Chrysler 200 Sedan,2011,283,260,2840,49735
48,184,100,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 385 hp 380 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2011 Jaguar XK Convertible,Jaguar,2011 Jaguar XK Convertible,2011,385,380,2841,883200
48,184,100,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 510 hp 461 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,22,Automatic transmission,2011 Jaguar XKR Convertible,Jaguar,2011 Jaguar XK Convertible,2011,510,461,2842,883200
40,184,100,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 385 hp 380 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,24,Automatic transmission,2011 Jaguar XK Coup,Jaguar,2011 Jaguar XK Coup,2011,385,380,2843,736000
40,184,100,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 510 hp 461 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,22,Automatic transmission,2011 Jaguar XKR Coup,Jaguar,2011 Jaguar XK Coup,2011,510,461,2844,736000
40,184,100,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 510 hp 461 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,22,Automatic transmission,2011 Jaguar XKR175 75th Anniversary Limited Ed. Coup,Jaguar,2011 Jaguar XK Coup,2011,510,461,2845,736000
203,180,113,Rear-wheel drive,Chrysler 3.6L 6 cylinder 292 hp 260 ft-lbs FFV,TRUE,5,5 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,2011 Chrysler 300,Chrysler,2011 Chrysler 300,2011,292,260,2846,4129020
205,180,113,Rear-wheel drive,Chrysler 3.6L 6 cylinder 292 hp 260 ft-lbs FFV,TRUE,5,5 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,2011 Chrysler 300 Limited,Chrysler,2011 Chrysler 300,2011,292,260,2847,4169700
205,180,113,Rear-wheel drive,Chrysler 5.7L 8 cylinder 363 hp 394 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,16,Gasoline,25,Automatic transmission,2011 Chrysler 300C RWD,Chrysler,2011 Chrysler 300,2011,363,394,2848,4169700
223,180,113,All-wheel drive,Chrysler 5.7L 8 cylinder 363 hp 394 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,15,Gasoline,23,Automatic transmission,2011 Chrysler 300C AWD,Chrysler,2011 Chrysler 300,2011,363,394,2849,4535820
48,184,100,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 385 hp 380 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2010 Jaguar XK Convertible,Jaguar,2010 Jaguar XK Convertible,2010,385,380,2850,883200
48,184,100,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 510 hp 461 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,22,Automatic transmission,2010 Jaguar XKR Convertible,Jaguar,2010 Jaguar XK Convertible,2010,510,461,2851,883200
195,227,203,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,TRUE,4,4 Speed Automatic Select Shift,20,Gasoline,26,Automatic transmission,2010 Subaru Impreza Sedan 2.5i Premium AT,Subaru,2010 Subaru Impreza Sedan,2011,170,170,2852,8985795
195,227,203,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,TRUE,5,5 Speed Manual,20,Gasoline,27,Manual transmission,2010 Subaru Impreza Sedan 2.5i Premium,Subaru,2010 Subaru Impreza Sedan,2011,170,170,2853,8985795
195,227,203,All-wheel drive,Subaru 2.5L 4 cylinder 224 hp 226 ft-lbs Turbo,TRUE,4,4 Speed Automatic Select Shift,19,Gasoline,24,Automatic transmission,2010 Subaru Impreza Sedan 2.5GT,Subaru,2010 Subaru Impreza Sedan,2010,224,226,2854,8985795
40,184,100,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 510 hp 461 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,22,Automatic transmission,2010 Jaguar XKR Coup,Jaguar,2010 Jaguar XK Coup,2010,510,461,2855,736000
40,184,100,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 385 hp 380 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,24,Automatic transmission,2010 Jaguar XK Coup,Jaguar,2010 Jaguar XK Coup,2010,385,380,2856,736000
180,96,85,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 385 hp 380 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2011 Jaguar XF Premium,Jaguar,2011 Jaguar XF,2011,385,380,2857,1468800
180,96,85,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 385 hp 380 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2011 Jaguar XF,Jaguar,2011 Jaguar XF,2011,385,380,2858,1468800
180,96,85,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 510 hp 461 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2011 Jaguar XFR,Jaguar,2011 Jaguar XF,2011,510,461,2859,1468800
180,96,85,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 470 hp 424 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2011 Jaguar XF Supercharged,Jaguar,2011 Jaguar XF,2011,470,424,2860,1468800
127,62,221,Front-wheel drive,Jeep 2.0L 4 Cylinder 158 hp 141 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,29,Manual transmission,2011 Jeep Patriot Sport 4x2,Jeep,2011 Jeep Patriot,2011,158,141,2861,1740154
127,62,221,Front-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,28,Manual transmission,2011 Jeep Patriot Sport 2.4L 4x2,Jeep,2011 Jeep Patriot,2011,172,165,2862,1740154
160,62,221,Four-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,TRUE,5,5 Speed Manual,22,Gasoline,28,Manual transmission,2011 Jeep Patriot Sport 4x4,Jeep,2011 Jeep Patriot,2011,172,165,2863,2192320
127,62,221,Front-wheel drive,Jeep 2.0L 4 Cylinder 158 hp 141 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,29,Manual transmission,2011 Jeep Patriot Latitude 4x2,Jeep,2011 Jeep Patriot,2011,158,141,2864,1740154
127,62,221,Front-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,28,Manual transmission,2011 Jeep Patriot Latitude 2.4L 4x2,Jeep,2011 Jeep Patriot,2011,172,165,2865,1740154
160,62,221,Four-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,TRUE,5,5 Speed Manual,22,Gasoline,28,Manual transmission,2011 Jeep Patriot Latitude 4x4,Jeep,2011 Jeep Patriot,2011,172,165,2866,2192320
127,62,221,Front-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,28,Manual transmission,2011 Jeep Patriot Latitude X 4x2,Jeep,2011 Jeep Patriot,2011,172,165,2867,1740154
160,62,221,Four-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,TRUE,5,5 Speed Manual,22,Gasoline,28,Manual transmission,2011 Jeep Patriot Latitude X 4x4,Jeep,2011 Jeep Patriot,2011,172,165,2868,2192320
127,62,221,Front-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,28,Manual transmission,2011 Jeep Patriot Latitude X 70th Anniversary 4x2,Jeep,2011 Jeep Patriot,2011,172,165,2869,1740154
160,62,221,Four-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,TRUE,5,5 Speed Manual,22,Gasoline,28,Manual transmission,2011 Jeep Patriot Latitude X 70th Anniversary 4x4,Jeep,2011 Jeep Patriot,2011,172,165,2870,2192320
203,134,90,Rear-wheel drive,Chrysler 2.7L 6 cylinder 178 hp 190 ft-lbs,TRUE,4,4 Speed Automatic,18,Gasoline,26,Automatic transmission,2010 Chrysler 300 Touring,Chrysler,2010 Chrysler 300,2010,178,190,2871,2448180
203,134,90,All-wheel drive,Chrysler 3.5L 6 cylinder 250 hp 250 ft-lbs,TRUE,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,2010 Chrysler 300 Touring AWD,Chrysler Group LLC,2010 Chrysler 300,2010,250,250,2872,2448180
203,134,90,Rear-wheel drive,Chrysler 3.5L 6 cylinder 250 hp 250 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,25,Automatic transmission,2010 Chrysler 300 Touring Plus,Chrysler Group LLC,2010 Chrysler 300,2010,250,250,2873,2448180
203,134,90,Rear-wheel drive,Chrysler 3.5L 6 cylinder 250 hp 250 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,25,Automatic transmission,2010 Chrysler 300 Limited,Chrysler Group LLC,2010 Chrysler 300,2010,250,250,2874,2448180
203,134,90,All-wheel drive,Chrysler 3.5L 6 cylinder 250 hp 250 ft-lbs,TRUE,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,2010 Chrysler 300 Limited AWD,Chrysler Group LLC,2010 Chrysler 300,2010,250,250,2875,2448180
203,134,90,Rear-wheel drive,Chrysler 5.7L 8 cylinder 360 hp 389 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,16,Gasoline,25,Automatic transmission,2010 Chrysler 300 C Hemi,Chrysler,2010 Chrysler 300,2010,360,389,2876,2448180
203,134,90,All-wheel drive,Chrysler 5.7L 8 cylinder 360 hp 389 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2010 Chrysler 300 C AWD,Chrysler,2010 Chrysler 300,2010,360,389,2877,2448180
203,134,90,Rear-wheel drive,Chrysler 3.5L 6 cylinder 250 hp 250 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,25,Automatic transmission,2010 Chrysler 300 S V6,Chrysler Group LLC,2010 Chrysler 300,2010,250,250,2878,2448180
203,134,90,Rear-wheel drive,Chrysler 5.7L 8 cylinder 360 hp 389 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,16,Gasoline,25,Automatic transmission,2010 Chrysler 300 S V8,Chrysler,2010 Chrysler 300,2010,360,389,2879,2448180
190,134,90,Rear-wheel drive,Chrysler 6.1L 8 cylinder 425hp 420 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,13,Gasoline,19,Automatic transmission,2010 Chrysler 300 SRT8,Chrysler Group LLC,2010 Chrysler 300,2010,425,420,2880,2291400
188,31,206,Front-wheel drive,Chrysler 3.6L 6 cylinder 283 hp 260 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,17,E85,25,Automatic transmission,2011 Chrysler Town and Country Touring,Chrysler,2011 Chrysler Town and Country,2011,283,260,2881,1200568
188,31,206,Front-wheel drive,Chrysler 3.6L 6 cylinder 283 hp 260 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,17,E85,25,Automatic transmission,2011 Chrysler Town and Country Touring-L,Chrysler,2011 Chrysler Town and Country,2011,283,260,2882,1200568
